   1.6633025233542662E-011   3.5602492699691204E-013
   3.4118843919877178E-011   7.3030364261700754E-013
   5.2501179714981138E-011   1.1237720386303144E-012
   7.1825998034642301E-011   1.5374139910047252E-012
   9.2141620991947361E-011   1.9722638201084793E-012
   1.1349884822773799E-010   2.4294088770499111E-012
   1.3595108393617664E-010   2.9099922626216698E-012
   1.5955447040305385E-010   3.4152156856482169E-012
   1.8436802839074906E-010   3.9463424678839018E-012
   2.1045380472088421E-010   4.5047007029754898E-012
   2.3787702742370076E-010   5.0916865773881445E-012
   2.6670626884211608E-010   5.7087678615989351E-012
   2.9701361709830354E-010   6.3574875802876729E-012
   3.2887485635155221E-010   7.0394678707024426E-012
   3.6236965629814517E-010   7.7564140388477833E-012
   3.9758177138710389E-010   8.5101188236380793E-012
   4.3459925024994291E-010   9.3024668796787753E-012
   4.7351465586811748E-010   1.0135439489884700E-011
   5.1442529702869797E-010   1.1011119519719513E-011
   5.5743347164703133E-010   1.1931696625444431E-011
   6.0264672256482037E-010   1.2899472729399580E-011
   6.5017810646325351E-010   1.3916867776009048E-011
   7.0014647656360433E-010   1.4986425782902603E-011
   7.5267677982220162E-010   1.6110821202285082E-011
   8.0790036936291114E-010   1.7292865608460173E-011
   8.6595533292837432E-010   1.8535514728230854E-011
   9.2698683817130033E-010   1.9841875831756194E-011
   9.9114749564922505E-010   2.1215215502345486E-011
   1.0585977404304051E-009   2.2658967804618260E-011
   1.1295062332650704E-009   2.4176742871454803E-011
   1.2040502823251594E-009   2.5772335931209052E-011
   1.2824162865671221E-009   2.7449736797756637E-011
   1.3648002018264131E-009   2.9213139847108044E-011
   1.4514080308091631E-009   3.1066954505533727E-011
   1.5424563382062635E-009   3.3015816275426860E-011
   1.6381727922179102E-009   3.5064598326474182E-011
   1.7387967338427113E-009   3.7218423681118950E-011
   1.8445797753548663E-009   3.9482678024785837E-011
   1.9557864294659283E-009   4.1863023172900198E-011
   2.0726947707443821E-009   4.4365411228376145E-011
   2.1955971309469274E-009   4.6996099464974639E-011
   2.3248008300001616E-009   4.9761665973747546E-011
   2.4606289444604931E-009   5.2669026111692212E-011
   2.6034211153738424E-009   5.5725449793746458E-011
   2.7535343975551873E-009   5.8938579671363236E-011
   2.9113441524116121E-009   6.2316450243120690E-011
   3.0772449865413681E-009   6.5867507945154213E-011
   3.2516517384559395E-009   6.9600632271646915E-011
   3.4350005158924313E-009   7.3525157978190892E-011
   3.6277497863101025E-009   7.7650898423539195E-011
   3.8303815232978515E-009   8.1988170108114919E-011
   4.0434024117592718E-009   8.6547818470636735E-011
   4.2673451148888691E-009   9.1341245007365558E-011
   4.5027696061075385E-009   9.6380435781784908E-011
   4.7502645692878322E-009   1.0167799139600365E-010
   5.0104488707703164E-009   1.0724715849882572E-010
   5.2839731068518092E-009   1.1310186290927285E-010
   5.5715212306150676E-009   1.1925674443838687E-010
   5.8738122621677837E-009   1.2572719349638397E-010
   6.1916020865674403E-009   1.3252938957669785E-010
   6.5256853439277099E-009   1.3968034171314199E-010
   6.8768974164327226E-009   1.4719793101135512E-010
   7.2461165172277046E-009   1.5510095536088052E-010
   7.6342658864093525E-009   1.6340917643968260E-010
   8.0423160996070296E-009   1.7214336912863673E-010
   8.4712874949274481E-009   1.8132537345955412E-010
   8.9222527243314994E-009   1.9097814922663894E-010
   9.3963394358229284E-009   2.0112583339793472E-010
   9.8947330931557914E-009   2.1179380047031874E-010
   1.0418679940111408E-008   2.2300872591896294E-010
   1.0969490116757031E-008   2.3479865289991872E-010
   1.1548540935478525E-008   2.4719306237261589E-010
   1.2157280324978844E-008   2.6022294681761963E-010
   1.2797230450854063E-008   2.7392088773397744E-010
   1.3469991521800343E-008   2.8832113710993987E-010
   1.4177245790969285E-008   3.0345970307077522E-010
   1.4920761762477157E-008   3.1937443991784073E-010
   1.5702398613586486E-008   3.3610514278405652E-010
   1.6524110843617719E-008   3.5369364714246913E-010
   1.7387953161215733E-008   3.7218393341672844E-010
   1.8296085622191781E-008   3.9162223695505820E-010
   1.9250779030788331E-008   4.1205716364271326E-010
   2.0254420617872593E-008   4.3353981144201390E-010
   2.1309520010257290E-008   4.5612389816387113E-010
   2.2418715506075060E-008   4.7986589579029832E-010
   2.3584780671898160E-008   5.0482517168378558E-010
   2.4810631278099767E-008   5.3106413703663307E-010
   2.6099332589798816E-008   5.5864840293144551E-010
   2.7454107031619607E-008   5.8764694440301834E-010
   2.8878342245432067E-008   6.1813227291185763E-010
   3.0375599561221123E-008   6.5018061766060615E-010
   3.1949622902266910E-008   6.8387211620676206E-010
   3.3604348146903279E-008   7.1929101484831966E-010
   3.5343912970263920E-008   7.5652587928340333E-010
   3.7172667190625699E-008   7.9566981607065100E-010
   3.9095183646220225E-008   8.3682070544411425E-010
   4.1116269629711595E-008   8.8008144606483534E-010
   4.3240978908932245E-008   9.2556021232110371E-010
   4.5474624363935231E-008   9.7337072482078154E-010
   4.7822791271961938E-008   1.0236325347520656E-009
   5.0291351273544631E-008   1.0764713228237378E-009
   5.2886477054666459E-008   1.1320192135324115E-009
   5.5614657781691911E-008   1.1904151055426029E-009
   5.8482715327662976E-008   1.2518050190057514E-009
   6.1497821330535508E-008   1.3163424606866691E-009
   6.4667515126009764E-008   1.3841888078104207E-009
   6.7999722599796998E-008   1.4555137115894563E-009
   7.1502776006462514E-008   1.5304955214400236E-009
   7.5185434804402210E-008   1.6093217309486178E-009
   7.9056907559051683E-008   1.6921894467036254E-009
   8.3126874969096331E-008   1.7793058811644755E-009
   8.7405514073260905E-008   1.8708888708007382E-009
