  -1.7535684174784292E-011  -3.5602492699691204E-013
   1.7535684174784292E-011   3.5602492699691204E-013
   3.5970442116641523E-011   7.3030364261700754E-013
   5.5350370324038585E-011   1.1237720386303144E-012
   7.5723928713491336E-011   1.5374139910047252E-012
   9.7142061794603817E-011   1.9722638201084793E-012
   1.1965832605788171E-010   2.4294088770499111E-012
   1.4332902389385847E-010   2.9099922626216698E-012
   1.6821334437840336E-010   3.4152156856482169E-012
   1.9437351127624473E-010   3.9463424678839018E-012
   2.2187493863279818E-010   4.5047007029754898E-012
   2.5078639434335713E-010   5.0916865773881445E-012
   2.8118017210865599E-010   5.7087678615989351E-012
   3.1313227220678332E-010   6.3574875802876729E-012
   3.4672259153346958E-010   7.0394678707024426E-012
   3.8203512338594884E-010   7.7564140388477833E-012
   4.1915816748995822E-010   8.5101188236380793E-012
   4.5818455079505206E-010   9.3024668796787753E-012
   4.9921185959033403E-010   1.0135439489884700E-011
   5.4234268352101759E-010   1.1011119519719513E-011
   5.8768487211598329E-010   1.1931696625444431E-011
   6.3535180446778533E-010   1.2899472729399580E-011
   6.8546267273944748E-010   1.3916867776009048E-011
   7.3814278020696449E-010   1.4986425782902603E-011
   7.9352385458276862E-010   1.6110821202285082E-011
   8.5174437740363429E-010   1.7292865608460173E-011
   9.1294993030666246E-010   1.8535514728230854E-011
   9.7729355905921335E-010   1.9841875831756194E-011
   1.0449361562530554E-009   2.1215215502345486E-011
   1.1160468636196604E-009   2.2658967804618260E-011
   1.1908034949726489E-009   2.4176742871454803E-011
   1.2693929808349529E-009   2.5772335931209052E-011
   1.3520118358625099E-009   2.7449736797756637E-011
   1.4388666502332715E-009   2.9213139847108044E-011
   1.5301746062302755E-009   3.1066954505533727E-011
   1.6261640213104932E-009   3.3015816275426860E-011
   1.7270749190174129E-009   3.5064598326474182E-011
   1.8331596291649429E-009   3.7218423681118950E-011
   1.9446834187933932E-009   3.9482678024785837E-011
   2.0619251554752696E-009   4.1863023172900198E-011
   2.1851780046294800E-009   4.4365411228376145E-011
   2.3147501625876071E-009   4.6996099464974639E-011
   2.4509656272452926E-009   4.9761665973747546E-011
   2.5941650082257611E-009   5.2669026111692212E-011
   2.7447063785813217E-009   5.5725449793746458E-011
   2.9029661701625357E-009   5.8938579671363236E-011
   3.0693401148939425E-009   6.2316450243120690E-011
   3.2442442343100328E-009   6.5867507945154213E-011
   3.4281158798258063E-009   6.9600632271646915E-011
   3.6214148263431516E-009   7.3525157978190892E-011
   3.8246244219276173E-009   7.7650898423539195E-011
   4.0382527964303755E-009   8.1988170108114919E-011
   4.2628341320775611E-009   8.6547818470636735E-011
   4.4989299992041210E-009   9.1341245007365558E-011
   4.7471307604721981E-009   9.6380435781784908E-011
   5.0080570470853390E-009   1.0167799139600365E-010
   5.2823613106898188E-009   1.0724715849882572E-010
   5.5707294548436451E-009   1.1310186290927285E-010
   5.8738825501327790E-009   1.1925674443838687E-010
   6.1925786372232443E-009   1.2572719349638397E-010
   6.5276146223576946E-009   1.3252938957669785E-010
   6.8798282700361525E-009   1.3968034171314199E-010
   7.2501002978637028E-009   1.4719793101135512E-010
   7.6393565788033158E-009   1.5510095536088052E-010
   8.0485704563405803E-009   1.6340917643968260E-010
   8.4787651783494828E-009   1.7214336912863673E-010
   8.9310164557451434E-009   1.8132537345955412E-010
   9.4064551523215125E-009   1.9097814922663894E-010
   9.9062701124999559E-009   2.0112583339793472E-010
   1.0431711134059641E-008   2.1179380047031874E-010
   1.0984092093283062E-008   2.2300872591896294E-010
   1.1564794230331209E-008   2.3479865289991872E-010
   1.2175269603063514E-008   2.4719306237261589E-010
   1.2817044717938963E-008   2.6022294681761963E-010
   1.3491724347077445E-008   2.7392088773397744E-010
   1.4200995541026072E-008   2.8832113710993987E-010
   1.4946631847264409E-008   3.0345970307077522E-010
   1.5730497744997068E-008   3.1937443991784073E-010
   1.6554553307323050E-008   3.3610514278405652E-010
   1.7420859102439545E-008   3.5369364714246913E-010
